0.000	2.015	23.112	22.048	17.845	23.781	22.710	17.674	18.071	18.001	27.075	23.733	29.389	34.168	35.852	39.071	44.529	46.897	50.989	51.317	30.565	31.745	30.486	32.982	32.957	35.423	31.733	31.188	32.157	34.659	35.073	37.977	36.273	38.554	41.353	41.677	44.556	43.902	44.483	54.016	32.833	35.393	36.258	38.199	38.158	38.070	40.319	41.549	40.777	42.228	43.802	44.020	45.157	44.185	45.769	46.931	49.288	52.243	54.313	54.127	41.690	44.034	41.779	44.003	42.918	45.241	47.008	46.328	45.476	48.905	48.693	47.175	47.958	47.294	49.032	48.592	48.892	50.121	53.270	56.591	49.527	48.401	48.569	49.082	47.792	49.954	49.286	49.843	51.393	50.909	51.616	49.807	51.317	53.954	52.197	50.513	54.168	52.590	54.072	54.815	
2.015	0.000	21.099	20.104	16.268	22.017	21.061	17.586	18.156	17.335	25.387	22.835	28.051	32.807	34.733	37.747	43.534	46.054	50.125	50.670	28.551	29.731	28.497	31.034	31.041	33.510	29.918	29.434	30.433	32.916	33.359	36.225	34.705	36.913	39.683	40.048	42.958	42.395	42.971	52.618	30.893	33.380	34.252	36.197	36.191	36.163	38.415	39.691	38.969	40.434	41.982	42.252	43.391	42.486	44.060	45.231	47.642	50.674	52.749	52.620	39.688	42.020	39.798	42.017	40.951	43.264	45.038	44.382	43.560	46.977	46.767	45.283	46.063	45.428	47.148	46.740	47.085	48.388	51.561	54.979	47.597	46.443	46.595	47.076	45.778	47.940	47.281	47.844	49.416	48.964	49.671	47.891	49.392	52.014	50.287	48.620	52.263	50.722	52.215	52.976	
23.112	21.099	0.000	4.749	12.886	10.141	12.176	26.916	28.430	22.456	13.191	22.909	20.543	23.555	28.311	27.983	37.147	41.148	44.530	47.483	7.668	8.642	7.899	11.318	12.093	14.408	13.515	14.441	15.778	17.345	18.260	19.978	21.852	22.501	24.424	25.401	28.462	29.333	29.767	40.130	12.993	12.281	13.205	15.212	15.818	16.979	19.132	21.198	21.402	23.009	23.998	25.127	26.221	26.463	27.755	28.979	32.025	35.973	37.975	38.657	19.229	20.928	19.115	21.224	20.468	22.593	24.459	24.200	23.878	27.014	26.851	25.949	26.649	26.507	27.881	27.994	29.036	31.402	34.790	39.428	28.724	26.985	26.788	26.389	24.691	26.847	26.217	26.856	28.695	28.720	29.417	28.101	29.441	31.791	30.531	29.170	32.563	31.603	33.217	34.232	
22.048	20.104	4.749	0.000	8.627	5.526	7.430	22.963	24.525	18.251	8.926	18.237	15.956	19.269	23.798	23.898	32.760	36.658	40.135	42.907	11.068	11.298	8.817	10.935	10.992	13.470	10.805	11.153	12.444	14.452	15.220	17.476	18.242	19.378	21.653	22.441	25.524	25.992	26.474	36.824	17.533	14.547	14.933	16.652	16.154	16.137	18.389	19.917	19.581	21.146	22.453	23.155	24.290	24.034	25.465	26.690	29.539	33.231	35.282	35.726	22.519	23.033	19.855	22.125	20.909	23.283	25.006	24.280	23.489	26.881	26.675	25.294	26.057	25.564	27.187	26.949	27.593	29.463	32.798	37.015	32.655	30.715	30.352	29.292	26.774	28.837	27.750	28.122	29.425	28.862	29.569	27.817	29.301	31.910	30.224	28.618	32.217	30.827	32.370	33.232	
17.845	16.268	12.886	8.627	0.000	6.715	4.968	14.375	15.953	9.631	9.392	10.642	12.271	16.858	19.747	21.855	28.918	32.176	36.033	37.792	19.691	19.804	16.827	17.777	17.111	19.371	14.684	13.734	14.547	17.104	17.402	20.428	18.439	20.726	23.557	23.839	26.712	26.140	26.713	36.485	25.877	22.832	22.940	24.409	23.080	21.823	23.977	24.645	23.505	24.849	26.568	26.497	27.618	26.439	28.041	29.180	31.459	34.410	36.484	36.361	31.068	31.031	26.918	29.233	27.639	30.148	31.662	30.467	29.161	32.703	32.453	30.524	31.334	30.380	32.271	31.543	31.536	32.451	35.529	38.746	41.281	39.334	38.944	37.659	34.693	36.660	35.239	35.374	36.130	34.937	35.632	33.412	35.019	37.860	35.698	33.829	37.569	35.636	37.017	37.618	
23.781	22.017	10.141	5.526	6.715	0.000	2.612	20.339	21.946	15.257	3.783	13.738	10.433	13.857	18.273	18.611	27.264	31.135	34.633	37.385	15.031	14.602	11.064	11.290	10.465	12.672	8.062	7.418	8.463	10.904	11.401	14.208	13.527	15.215	17.831	18.365	21.391	21.406	21.931	32.152	22.364	17.124	16.928	18.178	16.514	15.109	17.265	18.022	17.040	18.460	20.087	20.240	21.377	20.534	22.086	23.273	25.828	29.175	31.252	31.439	25.718	24.880	20.352	22.662	20.993	23.514	24.988	23.756	22.453	25.992	25.745	23.858	24.665	23.776	25.630	24.987	25.139	26.377	29.578	33.262	36.435	34.259	33.689	31.850	28.451	30.341	28.761	28.812	29.451	28.222	28.918	26.717	28.317	31.149	29.018	27.175	30.907	29.055	30.474	31.137	
22.710	21.061	12.176	7.430	4.968	2.612	0.000	17.849	19.456	12.734	4.425	11.176	8.961	12.996	16.850	17.935	25.991	29.666	33.305	35.735	17.561	17.194	13.676	13.771	12.820	14.906	9.889	8.795	9.580	12.139	12.438	15.462	13.730	15.853	18.644	18.987	21.914	21.550	22.107	32.107	24.730	19.735	19.519	20.727	18.918	17.226	19.313	19.798	18.573	19.896	21.637	21.530	22.650	21.498	23.094	24.242	26.584	29.660	31.738	31.730	28.329	27.437	22.743	25.044	23.298	25.830	27.239	25.890	24.455	28.004	27.746	25.714	26.527	25.506	27.426	26.637	26.580	27.493	30.589	33.922	39.022	36.860	36.299	34.449	30.981	32.845	31.196	31.190	31.685	30.290	30.978	28.657	30.281	33.163	30.905	28.997	32.746	30.740	32.100	32.677	
17.674	17.586	26.916	22.963	14.375	20.339	17.849	0.000	1.607	5.153	21.444	10.131	18.708	22.970	22.195	26.977	29.461	30.899	35.008	34.439	34.027	34.179	31.115	31.614	30.650	32.639	27.309	25.746	26.036	28.467	28.330	31.493	27.257	30.252	33.189	32.896	35.122	33.377	33.976	41.769	39.751	37.159	37.165	38.505	36.758	34.798	36.751	36.723	35.022	36.043	37.977	37.200	38.202	36.217	37.823	38.758	40.180	41.952	43.870	43.014	45.443	45.193	40.573	42.866	41.056	43.593	44.917	43.394	41.730	45.253	44.976	42.659	43.470	42.158	44.191	43.051	42.419	42.282	44.847	46.634	55.565	53.674	53.310	51.986	48.787	50.679	49.042	49.003	49.320	47.630	48.295	45.741	47.398	50.359	47.832	45.794	49.522	47.143	48.303	48.610	
18.071	18.156	28.430	24.525	15.953	21.946	19.456	1.607	0.000	6.750	23.033	11.466	20.122	24.295	23.269	28.183	30.244	31.475	35.566	34.738	35.583	35.756	32.711	33.220	32.255	34.238	28.898	27.322	27.595	30.013	29.859	33.017	28.692	31.707	34.635	34.311	36.487	34.675	35.272	42.872	41.228	38.752	38.766	40.110	38.363	36.388	38.333	38.279	36.557	37.561	39.501	38.690	39.683	37.660	39.261	40.181	41.543	43.228	45.127	44.220	47.017	46.797	42.178	44.469	42.655	45.192	46.510	44.977	43.301	46.820	46.543	44.210	45.021	43.693	45.730	44.572	43.907	43.710	46.236	47.918	57.103	55.229	54.876	53.579	50.393	52.286	50.647	50.606	50.910	49.202	49.865	47.298	48.956	51.921	49.378	47.335	51.058	48.658	49.804	50.095	
18.001	17.335	22.456	18.251	9.631	15.257	12.734	5.153	6.750	0.000	16.294	6.165	14.083	18.604	18.718	22.970	26.848	28.951	33.058	33.344	29.304	29.333	26.143	26.505	25.513	27.488	22.158	20.614	20.937	23.395	23.299	26.470	22.499	25.425	28.377	28.178	30.549	29.020	29.622	37.989	35.419	32.207	32.145	33.435	31.624	29.647	31.607	31.622	29.969	31.031	32.948	32.258	33.282	31.409	33.027	34.003	35.594	37.629	39.598	38.906	40.597	40.135	35.434	37.723	35.905	38.442	39.764	38.248	36.602	40.130	39.855	37.567	38.379	37.100	39.123	38.028	37.476	37.506	40.179	42.271	50.905	48.933	48.509	47.016	43.705	45.578	43.910	43.858	44.169	42.500	43.167	40.636	42.291	45.246	42.748	40.725	44.461	42.131	43.323	43.673	
