0.000	0.010	17.353	1.448	17.829	33.426	5.792	18.746	10.426	10.136	33.283	16.480	13.347	31.630	15.112	36.168	15.993	32.427	18.879	20.156	21.356	22.859	24.609	30.894	21.076	29.634	21.768	32.739	27.284	23.168	25.878	31.827	24.658	26.090	29.278	40.137	26.223	29.830	28.440	27.550	27.550	27.663	27.664	28.109	28.440	29.303	33.284	29.281	30.666	31.170	31.731	33.014	31.613	30.714	34.981	31.889	31.856	31.889	32.373	33.415	34.395	36.247	34.074	33.799	33.335	34.074	35.740	37.526	44.999	36.614	34.871	34.782	35.491	36.614	38.196	42.518	39.518	37.579	36.200	36.457	36.910	38.453	38.963	44.533	43.412	41.429	38.628	37.895	37.676	37.758	38.087	38.331	38.628	38.630	39.373	39.819	40.849	42.713	44.147	39.754	39.123	39.202	40.041	40.376	40.760	41.667	42.749	46.137	41.456	40.952	40.952	41.456	42.151	42.568	45.286	46.641	47.370	42.386	42.214	42.091	42.214	42.606	42.873	43.187	44.884	45.413	48.615	43.535	43.464	43.464	43.440	43.821	44.033	44.292	44.944	45.768	47.307	47.896	44.888	45.096	45.713	45.715	48.525	47.421	46.693	46.358	46.336	46.693	46.893	46.894	47.136	47.421	53.102	48.324	47.784	47.806	47.806	47.871	48.130	48.132	48.324	48.560	48.562	48.837	49.155	49.513	49.910	49.316	49.253	49.568	49.756	50.255	54.548	51.007	50.680	51.007	51.008	51.190	51.975	52.689	55.392	54.485	52.624	52.307	52.208	52.446	52.624	52.840	53.095	53.717	56.757	56.297	55.123	54.517	53.885	53.653	53.653	53.750	54.058	59.117	
0.010	0.000	17.352	1.438	17.827	33.425	5.782	18.743	10.418	10.126	33.280	16.472	13.337	31.625	15.102	36.164	15.983	32.422	18.869	20.146	21.347	22.851	24.601	30.888	21.066	29.627	21.758	32.733	27.275	23.158	25.869	31.819	24.648	26.081	29.270	40.131	26.213	29.820	28.430	27.540	27.540	27.653	27.654	28.100	28.430	29.293	33.276	29.271	30.657	31.161	31.722	33.005	31.604	30.704	34.972	31.879	31.846	31.879	32.363	33.405	34.386	36.238	34.065	33.789	33.325	34.065	35.731	37.517	44.991	36.605	34.861	34.772	35.481	36.605	38.187	42.510	39.509	37.569	36.190	36.447	36.900	38.444	38.953	44.525	43.403	41.420	38.618	37.885	37.666	37.748	38.077	38.321	38.618	38.621	39.364	39.810	40.840	42.704	44.138	39.745	39.113	39.192	40.031	40.367	40.751	41.658	42.740	46.128	41.446	40.942	40.942	41.446	42.141	42.558	45.277	46.632	47.361	42.376	42.204	42.081	42.204	42.596	42.863	43.177	44.875	45.404	48.606	43.526	43.454	43.454	43.430	43.811	44.024	44.282	44.934	45.758	47.298	47.887	44.878	45.086	45.703	45.705	48.515	47.411	46.683	46.348	46.326	46.683	46.883	46.884	47.126	47.411	53.093	48.314	47.774	47.796	47.796	47.861	48.120	48.122	48.314	48.550	48.552	48.827	49.145	49.503	49.900	49.306	49.243	49.558	49.747	50.245	54.538	50.997	50.670	50.997	50.998	51.180	51.965	52.679	55.382	54.475	52.614	52.297	52.198	52.436	52.614	52.830	53.085	53.707	56.747	56.288	55.114	54.507	53.875	53.643	53.643	53.740	54.048	59.108	
17.353	17.352	0.000	17.292	2.896	50.518	17.829	5.792	24.166	19.352	49.758	13.642	18.489	47.545	25.240	52.091	21.469	47.426	23.520	30.034	32.427	34.895	37.422	45.258	22.073	43.221	25.733	46.446	21.910	27.763	36.088	23.347	29.794	34.778	40.438	54.196	28.524	26.694	27.948	30.506	32.098	32.959	32.966	34.798	35.769	37.801	44.465	34.987	38.814	39.843	40.898	43.074	30.223	31.731	45.108	34.291	34.981	35.715	38.161	40.918	42.900	46.051	33.415	33.878	36.956	40.186	43.938	47.020	57.237	33.799	36.288	36.884	41.343	44.043	46.985	53.437	34.782	35.491	38.816	40.926	42.518	46.081	47.040	55.467	36.457	36.200	37.218	38.453	40.760	41.442	42.919	43.710	44.533	44.539	46.271	47.182	49.081	52.097	54.207	38.976	40.849	42.713	45.718	46.551	47.413	49.218	51.122	56.247	40.041	40.760	45.388	46.918	48.570	49.439	54.150	56.182	57.226	42.151	42.568	45.286	45.946	47.370	48.131	48.923	52.367	53.290	58.225	44.396	44.884	44.888	45.413	47.905	48.615	49.357	50.931	52.615	55.327	56.276	46.755	48.521	50.595	50.600	44.980	45.463	46.345	47.604	48.103	50.463	51.137	51.142	51.843	52.579	62.320	47.421	49.457	49.979	49.983	50.537	51.755	51.760	52.413	53.102	53.107	53.820	54.568	55.342	56.143	49.910	51.325	53.056	53.697	55.072	49.316	50.564	52.180	54.363	54.368	54.990	57.047	58.556	50.700	50.700	51.674	52.313	52.689	55.678	56.290	56.932	57.603	59.027	52.148	52.128	52.307	52.624	53.387	54.083	55.896	56.432	57.597	53.750	
1.448	1.438	17.292	0.000	17.533	33.269	4.344	18.236	9.254	8.688	32.871	15.360	11.937	31.061	13.730	35.613	14.552	31.675	17.436	18.811	20.092	21.682	23.520	30.034	19.687	28.663	20.323	31.797	26.065	21.720	24.590	30.720	23.213	24.729	28.072	39.265	24.784	28.500	27.042	26.104	26.104	26.223	26.224	26.694	27.042	27.948	32.098	27.850	29.303	29.830	30.416	31.752	30.223	29.281	33.730	30.442	30.408	30.442	30.949	32.037	33.058	34.981	32.661	32.373	31.889	32.661	34.395	36.247	43.938	35.243	33.428	33.335	34.074	35.243	36.884	41.343	38.196	36.186	34.752	35.020	35.491	37.093	37.621	43.365	42.162	40.118	37.218	36.457	36.229	36.315	36.656	36.910	37.218	37.221	37.991	38.453	39.518	41.442	42.919	38.331	37.676	37.758	38.628	38.976	39.373	40.312	41.429	44.916	40.041	39.519	39.519	40.041	40.760	41.191	43.994	45.388	46.137	40.952	40.774	40.646	40.774	41.179	41.456	41.780	43.532	44.078	47.370	42.091	42.017	42.016	41.992	42.386	42.606	42.873	43.546	44.396	45.981	46.587	43.440	43.655	44.292	44.294	47.144	46.007	45.257	44.911	44.888	45.257	45.463	45.464	45.713	46.007	51.843	46.893	46.336	46.358	46.359	46.426	46.693	46.694	46.893	47.136	47.138	47.421	47.749	48.117	48.525	47.871	47.806	48.130	48.324	48.837	53.205	49.568	49.232	49.568	49.569	49.756	50.564	51.298	54.031	53.101	51.190	50.864	50.762	51.007	51.190	51.412	51.674	52.313	55.392	54.921	53.717	53.095	52.446	52.208	52.208	52.307	52.624	57.772	
17.829	17.827	2.896	17.533	0.000	50.435	17.353	2.896	23.462	18.236	49.335	11.287	16.826	46.923	23.874	51.443	19.633	46.533	21.469	28.457	30.972	33.547	36.168	44.227	19.662	42.041	23.520	45.258	19.043	25.561	34.423	20.476	27.602	32.920	38.851	53.022	26.065	23.874	25.269	28.072	29.794	30.720	30.727	32.685	33.717	35.866	42.832	32.759	36.818	37.902	39.009	41.284	27.461	29.112	43.306	31.752	32.495	33.284	35.896	38.814	40.898	44.192	30.666	31.170	34.491	37.931	41.886	45.108	55.677	30.949	33.650	34.291	39.048	41.896	44.979	51.681	31.889	32.661	36.247	38.497	40.186	43.938	44.942	53.700	33.583	33.304	34.408	35.740	38.211	38.938	40.506	41.343	42.213	42.219	44.043	44.999	46.985	50.128	52.317	36.186	38.196	40.183	43.365	44.242	45.147	47.040	49.028	54.351	37.218	37.991	42.919	44.533	46.271	47.182	52.097	54.207	55.288	39.373	39.819	42.713	43.412	44.916	45.718	46.551	50.158	51.122	56.247	41.667	42.187	42.191	42.749	45.388	46.137	46.918	48.570	50.334	53.163	54.150	44.078	45.946	48.131	48.136	42.091	42.606	43.546	44.884	45.413	47.905	48.615	48.620	49.357	50.129	60.267	44.596	46.755	47.307	47.311	47.896	49.179	49.184	49.871	50.595	50.600	51.348	52.131	52.941	53.778	47.144	48.640	50.463	51.137	52.579	46.426	47.749	49.457	51.755	51.760	52.413	54.568	56.143	47.806	47.806	48.837	49.513	49.910	53.056	53.697	54.370	55.072	56.560	49.253	49.232	49.421	49.756	50.564	51.298	53.205	53.768	54.990	50.864	
33.426	33.425	50.518	33.269	50.435	0.000	33.175	50.518	27.721	33.645	5.969	44.094	37.058	9.704	30.550	10.136	36.472	14.250	37.493	29.706	27.226	24.833	22.554	16.865	42.041	19.662	38.704	19.408	51.143	38.116	28.663	57.041	37.629	31.797	26.645	20.323	42.066	50.322	46.527	41.627	39.265	38.111	38.104	35.866	34.778	32.685	27.284	37.902	33.727	32.759	31.827	30.083	49.251	45.640	30.506	44.192	43.074	41.975	38.814	35.896	34.116	31.752	49.665	48.502	42.938	38.878	35.294	33.014	29.103	54.038	47.143	46.051	39.968	37.308	34.981	31.613	58.440	53.700	45.970	42.958	41.080	37.707	36.956	32.661	64.091	60.439	53.437	50.128	45.980	44.999	43.113	42.213	41.343	41.337	39.703	38.938	37.526	35.740	34.798	53.251	49.028	46.081	42.518	41.705	40.926	39.479	38.196	35.811	55.288	53.143	45.388	43.710	42.162	41.442	38.453	37.579	37.218	54.140	53.114	48.302	47.413	45.718	44.916	44.147	41.429	40.849	38.628	53.163	52.197	52.191	51.254	47.730	46.918	46.137	44.673	43.352	41.667	41.191	52.367	49.743	47.370	47.365	63.440	60.267	57.246	54.400	53.496	50.129	49.357	49.352	48.615	47.905	42.606	59.287	54.640	53.778	53.772	52.941	51.348	51.343	50.595	49.871	49.866	49.179	48.521	47.896	47.307	57.556	54.954	52.579	51.843	50.463	70.638	60.504	56.969	53.820	53.815	53.102	51.130	49.979	70.530	68.438	62.540	60.721	59.842	55.072	54.370	53.697	53.056	51.868	71.519	70.480	67.454	65.518	62.750	61.005	57.789	57.047	55.647	74.612	
5.792	5.782	17.829	4.344	17.353	33.175	0.000	17.353	6.451	4.344	31.998	12.416	7.793	29.715	9.704	34.263	10.238	29.729	13.111	14.891	16.480	18.386	20.520	27.748	15.585	26.017	15.993	29.220	22.574	17.376	20.852	27.592	18.879	20.715	24.609	36.869	20.476	24.590	22.884	21.768	21.768	21.910	21.912	22.472	22.884	23.948	28.682	23.568	25.269	25.878	26.551	28.072	26.090	24.993	30.083	26.104	26.064	26.104	26.694	27.948	29.112	31.279	28.440	28.109	27.550	28.440	30.416	32.495	40.898	31.170	29.103	28.996	29.843	31.170	33.014	37.931	34.291	32.037	30.408	30.714	31.250	33.058	33.650	39.968	38.497	36.247	33.008	32.148	31.889	31.986	32.373	32.661	33.008	33.011	33.878	34.395	35.582	37.707	39.324	34.074	33.335	33.428	34.408	34.798	35.243	36.288	37.526	41.343	35.811	35.227	35.227	35.811	36.614	37.093	40.183	41.705	42.518	36.656	36.457	36.315	36.457	36.910	37.218	37.579	39.518	40.118	43.710	37.758	37.676	37.675	37.648	38.087	38.331	38.628	39.373	40.312	42.051	42.713	39.096	39.334	40.041	40.043	43.029	41.780	40.952	40.570	40.544	40.952	41.179	41.181	41.456	41.780	48.131	42.606	41.992	42.017	42.017	42.091	42.386	42.387	42.606	42.873	42.875	43.187	43.546	43.949	44.396	43.535	43.464	43.821	44.033	44.596	49.213	45.257	44.888	45.257	45.258	45.463	46.345	47.144	49.979	48.972	46.893	46.537	46.426	46.693	46.893	47.136	47.421	48.117	51.325	50.817	49.513	48.837	48.130	47.871	47.871	47.979	48.324	53.768	
18.746	18.743	5.792	18.236	2.896	50.518	17.353	0.000	23.101	17.533	49.080	9.244	15.530	46.474	22.795	50.952	18.076	45.807	19.633	27.098	29.729	32.402	35.109	43.365	17.399	41.032	21.469	44.227	16.187	23.510	32.929	17.613	25.551	31.220	37.422	51.984	23.706	21.076	22.643	25.733	27.602	28.600	28.607	30.701	31.797	34.067	41.337	30.643	34.948	36.088	37.249	39.626	24.729	26.551	41.627	29.278	30.083	30.933	33.727	36.818	39.009	42.450	27.948	28.500	32.098	35.769	39.938	43.306	54.227	28.109	31.057	31.752	36.838	39.843	43.074	50.032	28.996	29.843	33.730	36.137	37.931	41.886	42.938	52.034	30.714	30.408	31.613	33.058	35.715	36.492	38.161	39.048	39.968	39.974	41.896	42.900	44.979	48.253	50.523	33.415	35.582	37.707	41.080	42.005	42.958	44.942	47.020	52.546	34.408	35.243	40.506	42.213	44.043	44.999	50.128	52.317	53.437	36.614	37.093	40.183	40.926	42.518	43.365	44.242	48.022	49.028	54.351	38.963	39.518	39.522	40.118	42.919	43.710	44.533	46.271	48.119	51.071	52.097	41.429	43.412	45.718	45.724	39.202	39.754	40.760	42.187	42.749	45.388	46.137	46.142	46.918	47.730	58.287	41.780	44.078	44.663	44.667	45.286	46.641	46.646	47.370	48.131	48.136	48.923	49.743	50.592	51.467	44.396	45.981	47.905	48.615	50.129	43.535	44.944	46.755	49.179	49.184	49.871	52.131	53.778	44.911	44.911	46.007	46.724	47.144	50.463	51.137	51.843	52.579	54.136	46.358	46.336	46.537	46.893	47.749	48.525	50.537	51.130	52.413	47.979	
10.426	10.418	24.166	9.254	23.462	27.721	6.451	23.101	0.000	5.943	25.978	16.435	9.676	23.462	5.969	27.985	10.214	23.296	12.436	10.238	11.019	12.436	14.300	21.299	16.343	19.633	14.891	22.820	24.833	15.585	15.585	30.438	16.504	16.187	18.853	30.438	19.408	25.561	22.859	20.156	19.314	19.043	19.042	18.824	18.879	19.314	22.859	20.323	20.728	21.076	21.514	22.643	26.065	23.948	24.590	24.262	23.874	23.568	23.168	23.568	24.262	25.878	27.823	27.182	24.993	24.658	25.649	27.182	34.728	31.279	27.461	27.042	26.104	26.694	27.948	32.098	34.987	31.752	28.109	27.550	27.550	28.440	28.839	34.116	39.853	37.017	32.347	30.666	29.281	29.103	28.960	28.996	29.103	29.104	29.528	29.843	30.666	32.347	33.730	33.058	31.250	30.544	30.544	30.714	30.949	31.613	32.520	35.715	34.964	33.878	31.856	31.986	32.373	32.661	34.964	36.247	36.956	35.243	34.798	33.428	33.335	33.335	33.428	33.583	34.798	35.243	38.211	35.811	35.491	35.489	35.227	34.752	34.782	34.871	35.227	35.811	37.093	37.621	36.656	36.229	36.315	36.315	42.713	40.849	39.373	38.331	38.087	37.648	37.676	37.676	37.758	37.895	42.713	41.191	39.519	39.334	39.333	39.202	39.096	39.096	39.123	39.202	39.203	39.334	39.519	39.754	40.041	41.456	40.774	40.544	40.570	40.774	49.357	43.546	42.386	41.992	41.992	42.017	42.386	42.873	49.871	48.521	45.335	44.596	44.292	43.440	43.464	43.535	43.655	44.033	51.137	50.463	48.640	47.604	46.345	45.713	44.980	44.911	44.911	53.820	
10.136	10.126	19.352	8.688	18.236	33.645	4.344	17.533	5.943	0.000	31.702	10.494	4.086	28.965	6.129	33.426	5.969	28.320	8.807	11.287	13.313	15.610	18.076	25.992	11.660	23.874	11.673	27.098	19.429	13.032	17.399	24.833	14.552	16.865	21.469	34.852	16.187	20.852	18.811	17.436	17.436	17.613	17.615	18.307	18.811	20.092	25.551	19.314	21.356	22.073	22.859	24.609	22.039	20.728	26.645	21.768	21.720	21.768	22.472	23.948	25.297	27.763	24.262	23.874	23.213	24.262	26.551	28.910	38.111	27.182	24.784	24.658	25.649	27.182	29.278	34.728	30.506	27.948	26.064	26.420	27.042	29.112	29.782	36.771	34.987	32.495	28.839	27.850	27.550	27.663	28.109	28.440	28.839	28.842	29.830	30.416	31.752	34.116	35.896	29.843	28.996	29.103	30.223	30.666	31.170	32.347	33.730	37.931	31.613	30.949	30.949	31.613	32.520	33.058	36.492	38.161	39.048	32.373	32.148	31.986	32.148	32.661	33.008	33.415	35.582	36.247	40.186	33.428	33.335	33.335	33.304	33.799	34.074	34.408	35.243	36.288	38.211	38.938	34.752	35.020	35.811	35.814	38.963	37.579	36.656	36.229	36.200	36.656	36.910	36.912	37.218	37.579	44.533	38.331	37.648	37.676	37.676	37.758	38.087	38.088	38.331	38.628	38.630	38.976	39.373	39.819	40.312	39.202	39.123	39.519	39.754	40.376	45.286	40.952	40.544	40.952	40.953	41.179	42.151	43.029	45.981	44.884	42.606	42.214	42.091	42.386	42.606	42.873	43.187	43.949	47.307	46.755	45.335	44.596	43.821	43.535	43.535	43.655	44.033	49.821	
